"gene.y"	"Sample"	"chr"	"start"	"end"	"n"	"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"ensemblID"	"verdict"	"deltapsi"	"transcripts"	"bam_slice"	"event"	"SS_Coords"	"ENSG.ID"	"median.cpm"	"sd"	"sum"
"270"	"NDRG3"	"Nalm_K700E"	"chr20"	36653723	36656360	3	"clu_8874_-"	2	"chr20:36653701-36656360"	"<i>NDRG3</i>"	"cryptic"	0.00909	"ENSG00000074370.18"	"cryptic_threeprime"	0.148	"."	"chr20:36652723-36657360"	"chr20:36653723-36656360"	"chr20:36655860-36656860"	"ENSG00000101079.21"	51.32053499	1.376573901	0
"271"	"NET1"	"K562_K700E"	"chr10"	5455118	5456065	3	"clu_762_+"	2	"chr10:5455118-5456087"	"<i>NET1</i>"	"cryptic"	0.00309	"ENSG00000161016.18"	"cryptic_threeprime"	0.21	"."	"chr10:5454118-5457065"	"chr10:5455118-5456065"	"chr10:5455565-5456565"	"ENSG00000173848.19"	299.3760832	5.960309185	0
"272"	"NET1"	"MDS_K700E"	"chr10"	5455118	5456065	3	"clu_8612_+"	2	"chr10:5455118-5456087"	"<i>NET1</i>"	"cryptic"	7.26e-07	"ENSG00000161996.18"	"cryptic_threeprime"	0.177	"."	"chr10:5454118-5457065"	"chr10:5455118-5456065"	"chr10:5455565-5456565"	"ENSG00000173848.19"	141.3538257	37.46053583	0
"273"	"NET1"	"Nalm_K700E"	"chr10"	5455118	5456065	3	"clu_1679_+"	2	"chr10:5455118-5456087"	"<i>NET1</i>"	"cryptic"	0.000893	"ENSG00000173848.19"	"cryptic_threeprime"	0.164	"."	"chr10:5454118-5457065"	"chr10:5455118-5456065"	"chr10:5455565-5456565"	"ENSG00000173848.19"	122.1054904	2.173844526	0
"274"	"NKTR"	"MDS_K700E"	"chr3"	42632823	42633618	2	"clu_23430_+"	4	"chr3:42632823-42633628"	"<i>NKTR</i>"	"cryptic"	0.0231	"ENSG00000215021.8"	"cryptic_threeprime"	0.278	"."	"chr3:42631823-42634618"	"chr3:42632823-42633618"	"chr3:42633118-42634118"	"ENSG00000114857.19"	0.562483617	0.316214029	0
"275"	"NOP56"	"K562_K700E"	"chr20"	2656214	2656401	2	"clu_3483_+"	2	"chr20:2656034-2656401"	"<i>NOP56</i>"	"annotated"	0.00496	"ENSG00000141380.14"	"annotated"	0.196	"ENST00000466447.5+ENST00000480992.5+ENST00000484998.5+ENST00000492135.5"	"chr20:2655214-2657401"	"chr20:2656214-2656401"	"chr20:2655901-2656901"	"ENSG00000101361.17"	217.4967016	4.736311761	2
"276"	"NOP56"	"Nalm_K700E"	"chr20"	2656214	2656401	2	"clu_8613_+"	2	"chr20:2656034-2656401"	"<i>NOP56</i>"	"annotated"	0.0472	"ENSG00000004897.12"	"annotated"	0.061	"ENST00000466447.5+ENST00000480992.5+ENST00000484998.5+ENST00000492135.5"	"chr20:2655214-2657401"	"chr20:2656214-2656401"	"chr20:2655901-2656901"	"ENSG00000101361.17"	511.1523955	13.69889807	2
"277"	"NPIPA1"	"K562_K700E"	"chr16"	14950255	14951615	2	"clu_2168_+"	3	"chr16:14950255-14951615"	"<i>NPIPA1</i>"	"annotated"	0.00407	"ENSG00000176978.14"	"annotated"	0.266	"ENST00000328085.10+ENST00000472413.5+ENST00000541836.5"	"chr16:14949255-14952615"	"chr16:14950255-14951615"	"chr16:14951115-14952115"	"ENSG00000183426.17"	5.564145475	0.146105163	0
"278"	"NPIPA1"	"Nalm_K700E"	"chr16"	14950255	14951615	2	"clu_4901_+"	3	"chr16:14950255-14951615"	"<i>NPIPA1</i>"	"annotated"	0.0194	"ENSG00000063241.8"	"annotated"	0.088	"ENST00000328085.10+ENST00000472413.5+ENST00000541836.5"	"chr16:14949255-14952615"	"chr16:14950255-14951615"	"chr16:14951115-14952115"	"ENSG00000183426.17"	4.882325879	0.743394818	0
"279"	"NPIPA5"	"K562_K700E"	"chr16"	15364069	15365429	2	"clu_2017_-"	2	"chr16:15364069-15365429"	"<i>NPIPA5</i>"	"annotated"	0.0232	"ENSG00000160310.19"	"annotated"	0.185	"ENST00000360151.9"	"chr16:15363069-15366429"	"chr16:15364069-15365429"	"chr16:15364929-15365929"	"ENSG00000183793.14"	2.309289967	0.430882861	18
"280"	"NPIPA5"	"Nalm_K700E"	"chr16"	15364069	15365429	2	"clu_5318_-"	3	"chr16:15364069-15365429"	"<i>NPIPA5</i>"	"cryptic"	0.00587	"ENSG00000134900.12"	"annotated"	0.105	"ENST00000360151.9"	"chr16:15363069-15366429"	"chr16:15364069-15365429"	"chr16:15364929-15365929"	"ENSG00000183793.14"	2.208671231	0.250475634	18
"281"	"NRSN2"	"BRCA_K700E"	"chr20"	349363	349616	2	"clu_11219_+"	4	"chr20:349363-353210"	"<i>NRSN2</i>"	"cryptic"	0.000688	"ENSG00000125841.13"	"cryptic_threeprime"	0.155	"."	"chr20:348363-350616"	"chr20:349363-349616"	"chr20:349116-350116"	"ENSG00000125841.13"	68.17038454	30.34873846	0
"282"	"NRSN2"	"MDS_K700E"	"chr20"	349363	349616	2	"clu_15053_+"	2	"chr20:349363-349638"	"<i>NRSN2</i>"	"cryptic"	0.00356	"ENSG00000115904.12"	"cryptic_threeprime"	0.254	"."	"chr20:348363-350616"	"chr20:349363-349616"	"chr20:349116-350116"	"ENSG00000125841.13"	7.460336709	1.776587826	0
"283"	"NSMCE4A"	"MDS_K700E"	"chr10"	121974100	121974390	2	"clu_29655_-"	3	"chr10:121974081-121974874"	"<i>NSMCE4A</i>"	"cryptic"	4.89e-07	"ENSG00000138382.14"	"cryptic_threeprime"	0.101	"."	"chr10:121973100-121975390"	"chr10:121974100-121974390"	"chr10:121973890-121974890"	"ENSG00000107672.15"	29.98002007	5.358470362	0
"284"	"NSMCE4A"	"MDS_K700E"	"chr10"	121974100	121974874	2	"clu_29655_-"	3	"chr10:121974081-121974874"	"<i>NSMCE4A</i>"	"cryptic"	4.89e-07	"ENSG00000138382.14"	"cryptic_threeprime"	0.38	"."	"chr10:121973100-121975874"	"chr10:121974100-121974874"	"chr10:121974374-121975374"	"ENSG00000107672.15"	29.98002007	5.358470362	0
"285"	"NSMCE4A"	"Nalm_K700E"	"chr10"	121974100	121974874	2	"clu_1635_-"	4	"chr10:121974081-121974874"	"<i>NSMCE4A</i>"	"cryptic"	1.2e-07	"ENSG00000107672.15"	"cryptic_threeprime"	0.323	"."	"chr10:121973100-121975874"	"chr10:121974100-121974874"	"chr10:121974374-121975374"	"ENSG00000107672.15"	47.37018561	0.19835643	0
"286"	"NSMCE4A"	"Nalm_K700E"	"chr10"	121974100	121974390	2	"clu_1635_-"	4	"chr10:121974081-121974874"	"<i>NSMCE4A</i>"	"cryptic"	1.2e-07	"ENSG00000107672.15"	"cryptic_threeprime"	0.101	"."	"chr10:121973100-121975390"	"chr10:121974100-121974390"	"chr10:121973890-121974890"	"ENSG00000107672.15"	47.37018561	0.19835643	0
"287"	"NUP210"	"MDS_K700E"	"chr3"	13343303	13347090	2	"clu_17321_-"	10	"chr3:13343303-13351879"	"<i>NUP210</i>"	"cryptic"	3.03e-05	"ENSG00000241837.6"	"cryptic_fiveprime"	0.079	"."	"chr3:13342303-13348090"	"chr3:13343303-13347090"	"chr3:13346590-13347590"	"ENSG00000132182.12"	516.2156219	53.77702279	0
"288"	"NUP210"	"Nalm_K700E"	"chr3"	13343303	13347090	2	"clu_9942_-"	2	"chr3:13343303-13351879"	"<i>NUP210</i>"	"cryptic"	0.0408	"ENSG00000101294.18"	"cryptic_fiveprime"	0.061	"."	"chr3:13342303-13348090"	"chr3:13343303-13347090"	"chr3:13346590-13347590"	"ENSG00000132182.12"	637.238722	9.315203271	0
"289"	"NUP214"	"K562_K700E"	"chr9"	131144754	131146129	2	"clu_5673_+"	3	"chr9:131144754-131146165"	"<i>NUP214</i>"	"annotated"	0.00705	"ENSG00000164897.14"	"annotated"	0.124	"ENST00000359428.10+ENST00000525980.5+ENST00000530863.1+ENST00000651022.1"	"chr9:131143754-131147129"	"chr9:131144754-131146129"	"chr9:131145629-131146629"	"ENSG00000126883.18"	321.4369142	1.389717363	0
"290"	"NUP214"	"MDS_K700E"	"chr9"	131144754	131146129	2	"clu_4045_+"	3	"chr9:131144754-131146165"	"<i>NUP214</i>"	"cryptic"	0.00681	"ENSG00000126214.21"	"annotated"	0.292	"ENST00000359428.9+ENST00000451030.5+ENST00000525980.5+ENST00000530863.1"	"chr9:131143754-131147129"	"chr9:131144754-131146129"	"chr9:131145629-131146629"	"ENSG00000126883.18"	97.58675218	7.265579904	0
"291"	"NUP98"	"BRCA_K700E"	"chr11"	3676389	3676509	3	"clu_2809_-"	2	"chr11:3676376-3676509"	"<i>NUP98</i>"	"cryptic"	0.04	"ENSG00000110713.17"	"cryptic_threeprime"	0.065	"."	"chr11:3675389-3677509"	"chr11:3676389-3676509"	"chr11:3676009-3677009"	"ENSG00000110713.17"	151.6448624	33.02934831	0
"292"	"NUP98"	"MDS_K700E"	"chr11"	3676389	3676509	3	"clu_21279_-"	2	"chr11:3676376-3676509"	"<i>NUP98</i>"	"cryptic"	1.62e-05	"ENSG00000205746.9"	"cryptic_threeprime"	0.106	"."	"chr11:3675389-3677509"	"chr11:3676389-3676509"	"chr11:3676009-3677009"	"ENSG00000110713.17"	283.1749006	51.60347513	0
"293"	"NUP98"	"Nalm_K700E"	"chr11"	3676389	3676509	3	"clu_2016_-"	2	"chr11:3676376-3676509"	"<i>NUP98</i>"	"cryptic"	0.0176	"ENSG00000172009.15"	"cryptic_threeprime"	0.079	"."	"chr11:3675389-3677509"	"chr11:3676389-3676509"	"chr11:3676009-3677009"	"ENSG00000110713.17"	251.7497717	2.649639891	0
"294"	"OAS1"	"BRCA_K700E"	"chr12"	112908824	112911036	2	"clu_4219_+"	3	"chr12:112908824-112911098"	"<i>OAS1</i>"	"annotated"	0.000688	"ENSG00000089127.15"	"annotated"	0.175	"ENST00000679467.1"	"chr12:112907824-112912036"	"chr12:112908824-112911036"	"chr12:112910536-112911536"	"ENSG00000089127.15"	14.44771686	28.6116144	0
"295"	"OAS1"	"MDS_K700E"	"chr12"	112908824	112911036	2	"clu_1655_+"	3	"chr12:112908824-112911098"	"<i>OAS1</i>"	"cryptic"	0.0252	"ENSG00000075711.20"	"cryptic_threeprime"	0.264	"."	"chr12:112907824-112912036"	"chr12:112908824-112911036"	"chr12:112910536-112911536"	"ENSG00000089127.15"	1.483977258	1.261788529	0
"296"	"ORAI2"	"MDS_K700E"	"chr7"	102433661	102436202	2	"clu_6042_+"	6	"chr7:102433661-102446513"	"<i>ORAI2</i>"	"annotated"	1.86e-06	"ENSG00000050426.15"	"annotated"	0.169	"ENST00000356387.6"	"chr7:102432661-102437202"	"chr7:102433661-102436202"	"chr7:102435702-102436702"	"ENSG00000160991.17"	95.79601894	26.36896557	0
"297"	"ORAI2"	"Nalm_K700E"	"chr7"	102433661	102436202	2	"clu_12544_+"	5	"chr7:102433661-102438944"	"<i>ORAI2</i>"	"cryptic"	0.000169	"ENSG00000160991.17"	"annotated"	0.318	"ENST00000356387.6"	"chr7:102432661-102437202"	"chr7:102433661-102436202"	"chr7:102435702-102436702"	"ENSG00000160991.17"	129.7512343	3.517938467	0
"298"	"OXA1L"	"BRCA_K700E"	"chr14"	22768171	22769777	4	"clu_5023_+"	2	"chr14:22768171-22769791"	"<i>OXA1L</i>"	"cryptic"	0.0228	"ENSG00000155463.14"	"cryptic_threeprime"	0.104	"."	"chr14:22767171-22770777"	"chr14:22768171-22769777"	"chr14:22769277-22770277"	"ENSG00000155463.14"	80.62063335	14.80510877	0
"299"	"OXA1L"	"K562_K700E"	"chr14"	22768171	22769777	4	"clu_1699_+"	2	"chr14:22768171-22769791"	"<i>OXA1L</i>"	"cryptic"	0.0022	"ENSG00000183889.12"	"cryptic_threeprime"	0.3	"."	"chr14:22767171-22770777"	"chr14:22768171-22769777"	"chr14:22769277-22770277"	"ENSG00000155463.14"	127.2234147	6.077469243	0
"300"	"OXA1L"	"MDS_K700E"	"chr14"	22768171	22769777	4	"clu_12576_+"	4	"chr14:22768171-22770193"	"<i>OXA1L</i>"	"cryptic"	1.29e-05	"ENSG00000114030.12"	"cryptic_threeprime"	0.085	"."	"chr14:22767171-22770777"	"chr14:22768171-22769777"	"chr14:22769277-22770277"	"ENSG00000155463.14"	140.7941789	21.74905907	0
"301"	"OXA1L"	"Nalm_K700E"	"chr14"	22768171	22769777	4	"clu_3830_+"	2	"chr14:22768171-22769791"	"<i>OXA1L</i>"	"cryptic"	0.000893	"ENSG00000155463.14"	"cryptic_threeprime"	0.205	"."	"chr14:22767171-22770777"	"chr14:22768171-22769777"	"chr14:22769277-22770277"	"ENSG00000155463.14"	151.7395884	2.54465067	0
"302"	"OXNAD1"	"K562_K700E"	"chr3"	16269275	16270929	2	"clu_4095_+"	2	"chr3:16269275-16270945"	"<i>OXNAD1</i>"	"annotated"	0.0297	"ENSG00000122884.13"	"annotated"	0.158	"ENST00000435829.6+ENST00000627468.2"	"chr3:16268275-16271929"	"chr3:16269275-16270929"	"chr3:16270429-16271429"	"ENSG00000154814.14"	62.07002011	0.646396595	1
"303"	"OXNAD1"	"Nalm_K700E"	"chr3"	16269275	16270929	2	"clu_9579_+"	2	"chr3:16269275-16270945"	"<i>OXNAD1</i>"	"annotated"	0.0358	"ENSG00000167792.13"	"annotated"	0.145	"ENST00000435829.6+ENST00000627468.2"	"chr3:16268275-16271929"	"chr3:16269275-16270929"	"chr3:16270429-16271429"	"ENSG00000154814.14"	36.43513101	0.847443694	1
"304"	"PARD3"	"BRCA_K700E"	"chr10"	34372536	34374874	2	"clu_2151_-"	3	"chr10:34360259-34374874"	"<i>PARD3</i>"	"annotated"	0.0134	"ENSG00000148498.16"	"annotated"	0.086	"ENST00000340077.9+ENST00000346874.9+ENST00000374773.6+ENST00000374788.8+ENST00000374789.8"	"chr10:34371536-34375874"	"chr10:34372536-34374874"	"chr10:34374374-34375374"	"ENSG00000148498.16"	54.7626586	17.17768156	19
"305"	"PARD3"	"BRCA_K700E"	"chr10"	34360259	34372498	2	"clu_2151_-"	3	"chr10:34360259-34374874"	"<i>PARD3</i>"	"annotated"	0.0134	"ENSG00000148498.16"	"annotated"	0.063	"ENST00000340077.9+ENST00000346874.9+ENST00000374768.1+ENST00000374773.6+ENST00000374788.8+ENST00000374789.8+ENST00000651752.1"	"chr10:34359259-34373498"	"chr10:34360259-34372498"	"chr10:34371998-34372998"	"ENSG00000148498.16"	54.7626586	17.17768156	19
"306"	"PARD3"	"K562_K700E"	"chr10"	34372536	34374874	2	"clu_890_-"	3	"chr10:34360259-34374874"	"<i>PARD3</i>"	"annotated"	0.0372	"ENSG00000121022.14"	"annotated"	0.079	"ENST00000340077.9+ENST00000346874.9+ENST00000374773.6+ENST00000374788.8+ENST00000374789.8"	"chr10:34371536-34375874"	"chr10:34372536-34374874"	"chr10:34374374-34375374"	"ENSG00000148498.16"	206.2797131	1.220886252	19
"307"	"PARD3"	"K562_K700E"	"chr10"	34360259	34372498	2	"clu_890_-"	3	"chr10:34360259-34374874"	"<i>PARD3</i>"	"annotated"	0.0372	"ENSG00000121022.14"	"annotated"	0.114	"ENST00000340077.9+ENST00000346874.9+ENST00000374768.1+ENST00000374773.6+ENST00000374788.8+ENST00000374789.8+ENST00000651752.1"	"chr10:34359259-34373498"	"chr10:34360259-34372498"	"chr10:34371998-34372998"	"ENSG00000148498.16"	206.2797131	1.220886252	19
"308"	"PCNX3"	"MDS_K700E"	"chr11"	65620966	65622224	2	"clu_20776_+"	3	"chr11:65620966-65622245"	"<i>PCNX3</i>"	"cryptic"	0.00681	"ENSG00000126214.21"	"cryptic_threeprime"	0.128	"."	"chr11:65619966-65623224"	"chr11:65620966-65622224"	"chr11:65621724-65622724"	"ENSG00000197136.5"	75.88945322	18.81788442	3
"309"	"PCNX3"	"Nalm_K700E"	"chr11"	65620966	65622224	2	"clu_2566_+"	3	"chr11:65620966-65622245"	"<i>PCNX3</i>"	"cryptic"	0.000425	"ENSG00000197136.5"	"cryptic_threeprime"	0.171	"."	"chr11:65619966-65623224"	"chr11:65620966-65622224"	"chr11:65621724-65622724"	"ENSG00000197136.5"	139.4085426	1.692915065	3
"310"	"PEF1"	"MDS_K700E"	"chr1"	31630732	31632495	2	"clu_13400_-"	3	"chr1:31630714-31632495"	"<i>PEF1</i>"	"cryptic"	1.37e-06	"ENSG00000169727.12"	"annotated"	0.099	"ENST00000461006.5"	"chr1:31629732-31633495"	"chr1:31630732-31632495"	"chr1:31631995-31632995"	"ENSG00000162517.13"	19.17847733	4.568071754	0
"311"	"PEF1"	"Nalm_K700E"	"chr1"	31630732	31632495	2	"clu_878_-"	2	"chr1:31630732-31632495"	"<i>PEF1</i>"	"annotated"	0.0057	"ENSG00000121481.11"	"annotated"	0.074	"ENST00000461006.5"	"chr1:31629732-31633495"	"chr1:31630732-31632495"	"chr1:31631995-31632995"	"ENSG00000162517.13"	24.2959179	0.583412651	0
"312"	"PGBD1"	"MDS_K700E"	"chr6"	28281918	28283756	2	"clu_22126_+"	2	"chr6:28281918-28283776"	"<i>PGBD1</i>"	"cryptic"	0.0219	"ENSG00000236287.7"	"annotated"	0.667	"ENST00000259883.3"	"chr6:28280918-28284756"	"chr6:28281918-28283756"	"chr6:28283256-28284256"	"ENSG00000137338.6"	20.25645729	3.413890186	2
"313"	"PGBD1"	"Nalm_K700E"	"chr6"	28281918	28283756	2	"clu_11714_+"	2	"chr6:28281918-28283776"	"<i>PGBD1</i>"	"annotated"	0.0118	"ENSG00000028203.19"	"annotated"	0.578	"ENST00000259883.3"	"chr6:28280918-28284756"	"chr6:28281918-28283756"	"chr6:28283256-28284256"	"ENSG00000137338.6"	23.59905	0.877006523	2
"314"	"PHF20L1"	"K562_K700E"	"chr8"	132799172	132803819	3	"clu_5462_+"	2	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.0276	"ENSG00000167978.17"	"annotated"	0.257	"ENST00000315808.14+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.7+ENST00000521038.5+ENST00000622263.4"	"chr8:132798172-132804819"	"chr8:132799172-132803819"	"chr8:132803319-132804319"	"ENSG00000129292.21"	97.21173305	3.127763732	1
"315"	"PHF20L1"	"MDS_K700E"	"chr8"	132799172	132803819	3	"clu_16261_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.0011	"ENSG00000110719.9"	"annotated"	0.174	"ENST00000315808.14+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.6+ENST00000521038.5+ENST00000622263.4"	"chr8:132798172-132804819"	"chr8:132799172-132803819"	"chr8:132803319-132804319"	"ENSG00000129292.21"	84.73019313	19.30778053	1
"316"	"PHF20L1"	"MDS_K700E"	"chr8"	132798860	132799083	2	"clu_16261_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.0011	"ENSG00000172594.12"	"annotated"	0.094	"ENST00000395376.5+ENST00000395383.5"	"chr8:132797860-132800083"	"chr8:132798860-132799083"	"chr8:132798583-132799583"	"ENSG00000129292.21"	84.73019313	19.30778053	0
"317"	"PHF20L1"	"MDS_K700E"	"chr8"	132798860	132799095	2	"clu_16261_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.0011	"ENSG00000122515.14"	"annotated"	0.053	"ENST00000315808.14+ENST00000395379.5+ENST00000395386.6+ENST00000622263.4"	"chr8:132797860-132800095"	"chr8:132798860-132799095"	"chr8:132798595-132799595"	"ENSG00000129292.21"	84.73019313	19.30778053	0
"318"	"PHF20L1"	"Nalm_K700E"	"chr8"	132798860	132799083	2	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"ENSG00000278540.5"	"annotated"	0.073	"ENST00000395376.5+ENST00000395383.5"	"chr8:132797860-132800083"	"chr8:132798860-132799083"	"chr8:132798583-132799583"	"ENSG00000129292.21"	53.93819767	2.134772268	0
"319"	"PHF20L1"	"Nalm_K700E"	"chr8"	132798860	132799095	2	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"ENSG00000278540.5"	"annotated"	0.087	"ENST00000315808.14+ENST00000395379.5+ENST00000395386.7+ENST00000622263.4"	"chr8:132797860-132800095"	"chr8:132798860-132799095"	"chr8:132798595-132799595"	"ENSG00000129292.21"	53.93819767	2.134772268	0
"320"	"PHF20L1"	"Nalm_K700E"	"chr8"	132799172	132803819	3	"clu_13036_+"	4	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.018	"ENSG00000278540.5"	"annotated"	0.125	"ENST00000315808.14+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.7+ENST00000521038.5+ENST00000622263.4"	"chr8:132798172-132804819"	"chr8:132799172-132803819"	"chr8:132803319-132804319"	"ENSG00000129292.21"	53.93819767	2.134772268	1
"321"	"PHGDH"	"MDS_K700E"	"chr1"	119734766	119735107	2	"clu_18904_+"	2	"chr1:119734766-119735295"	"<i>PHGDH</i>"	"cryptic"	0.00156	"ENSG00000135976.17"	"cryptic_threeprime"	0.087	"."	"chr1:119733766-119736107"	"chr1:119734766-119735107"	"chr1:119734607-119735607"	"ENSG00000092621.13"	25.91036665	7.953930682	0
"322"	"PHGDH"	"Nalm_K700E"	"chr1"	119734766	119735107	2	"clu_379_+"	2	"chr1:119734766-119735295"	"<i>PHGDH</i>"	"cryptic"	0.000187	"ENSG00000092621.13"	"cryptic_threeprime"	0.161	"."	"chr1:119733766-119736107"	"chr1:119734766-119735107"	"chr1:119734607-119735607"	"ENSG00000092621.13"	111.2472825	1.572965916	0
"323"	"PHKB"	"MDS_K700E"	"chr16"	47461426	47463882	2	"clu_5213_+"	4	"chr16:47461426-47497399"	"<i>PHKB</i>"	"annotated"	0.0246	"ENSG00000183604.14"	"annotated"	0.12	"ENST00000563376.5+ENST00000566044.5"	"chr16:47460426-47464882"	"chr16:47461426-47463882"	"chr16:47463382-47464382"	"ENSG00000102893.16"	143.7207656	30.85127389	0
"324"	"PHKB"	"Nalm_K700E"	"chr16"	47461426	47463882	2	"clu_5059_+"	4	"chr16:47461426-47497399"	"<i>PHKB</i>"	"annotated"	0.00148	"ENSG00000102893.16"	"annotated"	0.15	"ENST00000563376.5+ENST00000566044.5"	"chr16:47460426-47464882"	"chr16:47461426-47463882"	"chr16:47463382-47464382"	"ENSG00000102893.16"	99.17708799	3.093478278	0
"325"	"PHPT1"	"BRCA_K700E"	"chr9"	136850137	136850755	2	"clu_17332_+"	4	"chr9:136850137-136850755"	"<i>PHPT1</i>"	"annotated"	0.0399	"ENSG00000054148.18"	"annotated"	0.091	"ENST00000247665.12+ENST00000371661.5+ENST00000462205.5+ENST00000463215.1+ENST00000497413.1"	"chr9:136849137-136851755"	"chr9:136850137-136850755"	"chr9:136850255-136851255"	"ENSG00000054148.18"	35.09459521	13.33199016	18
"326"	"PHPT1"	"K562_K700E"	"chr9"	136850137	136850755	2	"clu_5699_+"	2	"chr9:136850137-136850755"	"<i>PHPT1</i>"	"annotated"	0.00916	"ENSG00000117543.22"	"annotated"	0.143	"ENST00000247665.12+ENST00000371661.5+ENST00000462205.5+ENST00000463215.1+ENST00000497413.1"	"chr9:136849137-136851755"	"chr9:136850137-136850755"	"chr9:136850255-136851255"	"ENSG00000054148.18"	28.38606281	0.519877565	18
"327"	"PML"	"BRCA_K700E"	"chr15"	74034530	74035143	3	"clu_6132_+"	4	"chr15:74034530-74042989"	"<i>PML</i>"	"annotated"	0.0173	"ENSG00000140464.20"	"annotated"	0.136	"ENST00000566068.1"	"chr15:74033530-74036143"	"chr15:74034530-74035143"	"chr15:74034643-74035643"	"ENSG00000140464.20"	89.50039418	65.86209006	2
"328"	"PML"	"MDS_K700E"	"chr15"	74034530	74035143	3	"clu_14853_+"	4	"chr15:74034530-74042989"	"<i>PML</i>"	"annotated"	0.00317	"ENSG00000114686.8"	"annotated"	0.282	"ENST00000566068.1"	"chr15:74033530-74036143"	"chr15:74034530-74035143"	"chr15:74034643-74035643"	"ENSG00000140464.20"	116.9772265	19.21312869	2
"329"	"PML"	"Nalm_K700E"	"chr15"	74034530	74035143	3	"clu_4429_+"	3	"chr15:74034530-74042989"	"<i>PML</i>"	"annotated"	0.00173	"ENSG00000140464.20"	"annotated"	0.304	"ENST00000566068.1"	"chr15:74033530-74036143"	"chr15:74034530-74035143"	"chr15:74034643-74035643"	"ENSG00000140464.20"	49.48391053	0.790378844	2
"330"	"PPM1M"	"MDS_K700E"	"chr3"	52249322	52249656	2	"clu_23566_+"	3	"chr3:52249322-52249670"	"<i>PPM1M</i>"	"cryptic"	0.00408	"ENSG00000130830.14"	"cryptic_threeprime"	0.222	"."	"chr3:52248322-52250656"	"chr3:52249322-52249656"	"chr3:52249156-52250156"	"ENSG00000164088.18"	15.66874014	6.339905152	0
"331"	"PPM1M"	"Nalm_K700E"	"chr3"	52249322	52249656	2	"clu_9695_+"	2	"chr3:52249322-52249670"	"<i>PPM1M</i>"	"cryptic"	0.00232	"ENSG00000164088.18"	"cryptic_threeprime"	0.43	"."	"chr3:52248322-52250656"	"chr3:52249322-52249656"	"chr3:52249156-52250156"	"ENSG00000164088.18"	11.43084234	0.464995084	0
"332"	"PPP2R5A"	"BRCA_K700E"	"chr1"	212342280	212345790	3	"clu_912_+"	4	"chr1:212333598-212345803"	"<i>PPP2R5A</i>"	"cryptic"	0.0254	"ENSG00000066027.12"	"cryptic_threeprime"	0.064	"."	"chr1:212341280-212346790"	"chr1:212342280-212345790"	"chr1:212345290-212346290"	"ENSG00000066027.12"	63.43684145	10.95128332	0
"333"	"PPP2R5A"	"MDS_K700E"	"chr1"	212342280	212345790	3	"clu_19430_+"	3	"chr1:212342280-212345803"	"<i>PPP2R5A</i>"	"cryptic"	0.00104	"ENSG00000116251.9"	"cryptic_threeprime"	0.344	"."	"chr1:212341280-212346790"	"chr1:212342280-212345790"	"chr1:212345290-212346290"	"ENSG00000066027.12"	53.07841968	7.583549943	0
"334"	"PPP2R5A"	"Nalm_K700E"	"chr1"	212342280	212345790	3	"clu_635_+"	2	"chr1:212342280-212345803"	"<i>PPP2R5A</i>"	"cryptic"	0.0027	"ENSG00000066027.12"	"cryptic_threeprime"	0.206	"."	"chr1:212341280-212346790"	"chr1:212342280-212345790"	"chr1:212345290-212346290"	"ENSG00000066027.12"	30.71535768	0.746658916	0
"335"	"PPP4R1"	"BRCA_K700E"	"chr18"	9562075	9563378	2	"clu_8472_-"	3	"chr18:9562075-9563378"	"<i>PPP4R1</i>"	"annotated"	0.0344	"ENSG00000154845.16"	"annotated"	0.122	"ENST00000285124.12+ENST00000400555.7+ENST00000400556.8+ENST00000583988.1"	"chr18:9561075-9564378"	"chr18:9562075-9563378"	"chr18:9562878-9563878"	"ENSG00000154845.16"	89.80139438	25.32728987	8
"336"	"PPP4R1"	"MDS_K700E"	"chr18"	9562075	9563378	2	"clu_19609_-"	5	"chr18:9562043-9563378"	"<i>PPP4R1</i>"	"cryptic"	0.0336	"ENSG00000006125.17"	"annotated"	0.246	"ENST00000285124.12+ENST00000400555.7+ENST00000400556.7+ENST00000583988.1"	"chr18:9561075-9564378"	"chr18:9562075-9563378"	"chr18:9562878-9563878"	"ENSG00000154845.16"	91.0059905	21.6053583	8
