Patient	Gene	ENSG.ID	logFC	logCPM	F	PValue	FDR
P1	ZIC1	ENSG00000152977.10	1.831575461	4.835860839	443.3071658	2.27E-16	7.29E-14
P1	HEPH	ENSG00000089472.18	-0.713469375	5.546345758	194.0608023	1.36E-12	1.11E-10
P1	LGR5	ENSG00000139292.13	1.804180053	2.557692343	147.1884646	2.18E-11	1.18E-09
P1	CBSL	ENSG00000274276.5	-2.067370042	1.751928591	193.8551786	1.37E-12	1.12E-10
P1	CPXM2	ENSG00000121898.13	-0.811096919	5.824901043	193.5640794	1.40E-12	1.13E-10
P1		ENSG00000287069.1	-1.804297942	2.197986272	193.4608418	1.40E-12	1.13E-10
P1	NFIB	ENSG00000147862.18	1.796266481	5.841674356	406.9842243	5.70E-16	1.48E-13
P1	CLMN	ENSG00000165959.12	1.783045572	1.558190509	56.66445666	1.32E-07	2.40E-06
P1	FARP1	ENSG00000152767.17	-0.753756491	8.372376217	191.4807178	1.56E-12	1.24E-10
P1	PDE5A	ENSG00000138735.16	-1.522775622	4.029594476	191.338859	1.57E-12	1.25E-10
P1	IRX1	ENSG00000170549.4	1.781349098	1.854645522	190.586238	1.63E-12	1.29E-10
P1	PTGIS	ENSG00000124212.6	1.779809032	7.253611912	152.7833946	1.51E-11	8.72E-10
P1		ENSG00000287853.1	1.777287543	3.285040266	66.24738197	3.57E-08	7.73E-07
P1	WNT11	ENSG00000085741.14	-3.337672853	0.381042939	189.4854571	1.73E-12	1.36E-10
P1	CXCL6	ENSG00000124875.10	1.76105224	1.740684063	103.2936922	6.61E-10	2.38E-08
P1	AC138123.1	ENSG00000257322.7	-2.105504662	2.053072793	188.6874661	1.81E-12	1.41E-10
P1	AC097451.1	ENSG00000250657.1	2.634518577	-0.011950377	188.35349	1.84E-12	1.43E-10
P1	TRPV2	ENSG00000187688.15	-1.410341899	4.936948208	188.0052804	1.88E-12	1.45E-10
P1	AL049629.2	ENSG00000284969.1	2.220343719	0.767805554	187.5240415	1.93E-12	1.48E-10
P1	C3orf20	ENSG00000131379.10	-1.29167654	1.809310482	187.3940596	1.94E-12	1.49E-10
P1	DOK7	ENSG00000175920.18	-1.814737668	0.79768226	186.8212455	2.00E-12	1.53E-10
P1	NXPE4	ENSG00000137634.10	-2.414091337	0.510260493	186.5300434	2.03E-12	1.55E-10
P1	THBD	ENSG00000178726.7	1.755716841	4.686604576	191.5934513	1.55E-12	1.24E-10
P1	PTPRB	ENSG00000127329.16	1.75217776	3.693942976	232.4929777	2.12E-13	2.21E-11
P1	ZP3	ENSG00000188372.15	-1.900066758	1.759692366	184.1085326	2.32E-12	1.75E-10
P1	SNORD3A	ENSG00000263934.5	1.74725074	5.325835299	35.78486859	4.51E-06	5.02E-05
P1	RNF152	ENSG00000176641.11	-1.089754832	6.109975483	183.9772164	2.34E-12	1.75E-10
P1	KIAA1755	ENSG00000149633.12	-1.761576883	1.919556496	183.6749749	2.38E-12	1.77E-10
P1	PTPRS	ENSG00000105426.18	-1.043099808	8.353661147	182.1146908	2.59E-12	1.93E-10
P1	HERC2P4	ENSG00000230267.7	-4.989860911	0.464818957	181.5471979	2.67E-12	1.98E-10
P1	FNBP1	ENSG00000187239.17	-0.672684302	7.098362495	181.1170715	2.74E-12	2.02E-10
P1	PREX1	ENSG00000124126.14	-1.022605565	4.344863699	180.6225646	2.82E-12	2.07E-10
P1	LINC01481	ENSG00000257815.8	-1.679166346	3.627572706	180.6211687	2.82E-12	2.07E-10
P1	SARDH	ENSG00000123453.19	-2.746882037	-0.102927079	180.3872642	2.85E-12	2.09E-10
P1	AC139713.2	ENSG00000251600.8	-1.46550287	3.966504854	179.3396873	3.03E-12	2.21E-10
P1	HAS2	ENSG00000170961.7	1.746307534	6.774835295	332.5846269	4.94E-15	8.18E-13
P1	KALRN	ENSG00000160145.16	-1.21219517	4.890807325	177.6540148	3.33E-12	2.41E-10
P1	TIAM1	ENSG00000156299.14	1.734870726	4.359468048	583.1852781	1.15E-17	8.41E-15
P1	TNXB	ENSG00000168477.19	1.729230922	6.299484976	23.82195079	6.52E-05	0.000483521
P1	AXIN2	ENSG00000168646.14	-1.935162334	3.800549369	176.3476058	3.59E-12	2.57E-10
P1	FAM118A	ENSG00000100376.12	-0.826822928	4.836488538	176.0612273	3.65E-12	2.60E-10
P1	VAX2	ENSG00000116035.4	-1.108714233	3.086765383	175.4561463	3.78E-12	2.69E-10
P1	PPARG	ENSG00000132170.24	1.714737825	4.337207548	125.3443848	1.05E-10	4.62E-09
P1	AC018464.1	ENSG00000234520.7	1.70628635	1.561360465	107.1303003	4.69E-10	1.74E-08
P1	MASP1	ENSG00000127241.18	-1.26782475	7.188211378	174.9063556	3.90E-12	2.75E-10
P1	RIMS2	ENSG00000176406.23	-1.581950028	5.29028436	174.8563322	3.91E-12	2.75E-10
P1	KCNQ3	ENSG00000184156.17	1.698023681	3.779853779	147.3396255	2.16E-11	1.17E-09
P1	AGAP10P	ENSG00000230869.1	2.804325783	-0.225325783	174.0176225	4.10E-12	2.86E-10
P1	PIP5KL1	ENSG00000167103.12	-1.382356929	1.907923036	173.1211059	4.32E-12	3.00E-10
P1	SLCO2A1	ENSG00000174640.15	2.253191033	1.29274677	173.1042856	4.33E-12	3.00E-10
P1	CASC10	ENSG00000204682.8	-1.639880998	2.553011929	172.9974349	4.35E-12	3.01E-10
P1	LINC01205	ENSG00000228980.4	3.473913005	-1.321581531	172.5650606	4.46E-12	3.08E-10
P1	HLA-B	ENSG00000234745.13	-1.13054844	6.878615911	172.3868725	4.51E-12	3.10E-10
P1	HCN2	ENSG00000099822.3	-1.931309045	2.844609843	172.297503	4.53E-12	3.10E-10
P1		ENSG00000286329.2	6.675766448	-0.368831147	198.9840102	4.54E-12	3.10E-10
P1	TMTC2	ENSG00000179104.9	-1.635847982	6.174199125	172.174979	4.57E-12	3.10E-10
P1	GABBR2	ENSG00000136928.7	1.689097978	5.145117086	370.5615385	1.56E-15	3.15E-13
P1	ZFYVE28	ENSG00000159733.14	-0.720962214	5.131241145	171.7248174	4.69E-12	3.17E-10
P1		ENSG00000286069.2	-4.261719741	-1.000315885	171.6748102	4.70E-12	3.17E-10
P1	ZADH2	ENSG00000180011.7	-0.942237125	5.356390807	171.6453597	4.71E-12	3.17E-10
P1	SLC14A1	ENSG00000141469.18	-2.941969936	-0.31631629	171.5606186	4.73E-12	3.17E-10
P1	XGY1	ENSG00000227447.1	-3.813193042	-1.07160308	171.4966148	4.75E-12	3.18E-10
P1	IGFBP2	ENSG00000115457.10	-2.623331277	4.483845616	171.3791407	4.78E-12	3.19E-10
P1	AL137003.1	ENSG00000229931.2	-1.653058907	1.825833052	170.8260478	4.94E-12	3.28E-10
P1	TOM1L1	ENSG00000141198.16	-0.99298162	3.908585145	170.4918918	5.04E-12	3.34E-10
P1	SGIP1	ENSG00000118473.23	-1.513840396	7.130075709	169.5804071	5.32E-12	3.51E-10
P1	EDA	ENSG00000158813.18	1.68819475	1.623171601	101.8976496	7.51E-10	2.63E-08
P1	ASTN1	ENSG00000152092.16	3.846649831	0.599423753	169.4226972	5.37E-12	3.52E-10
P1	LINC00607	ENSG00000235770.6	-1.672991155	4.489799841	168.5491447	5.66E-12	3.70E-10
P1	FOXQ1	ENSG00000164379.7	-2.89484883	1.076972444	168.3683067	5.72E-12	3.73E-10
P1	LAMA3	ENSG00000053747.17	-1.770272792	3.182107327	167.8424513	5.90E-12	3.84E-10
P1	LINC01266	ENSG00000224957.6	-2.322415016	1.819409151	167.6879542	5.95E-12	3.86E-10
P1	LINC02257	ENSG00000238042.5	-2.366409495	1.155893603	167.5750822	5.99E-12	3.88E-10
P1	TNFSF9	ENSG00000125657.5	1.680738068	2.093549667	195.5004172	1.26E-12	1.05E-10
P1	PREX2	ENSG00000046889.19	1.659636753	3.62951887	70.93302747	1.98E-08	4.61E-07
P1	A2M	ENSG00000175899.15	-2.510305868	2.854421207	167.0884681	6.17E-12	3.96E-10
P1	MDK	ENSG00000110492.17	-1.523003672	5.009521573	166.8021509	6.28E-12	4.01E-10
P1	AL391425.1	ENSG00000274461.2	1.644612894	2.427993429	68.41169763	2.71E-08	6.04E-07
P1	ZNF704	ENSG00000164684.13	1.64320463	4.166785318	132.6476377	6.05E-11	2.91E-09
P1	TMEM132D	ENSG00000151952.16	-2.731640052	0.78035364	165.6283479	6.74E-12	4.27E-10
P1	BACH2	ENSG00000112182.15	1.614505269	3.464927886	101.2312676	7.98E-10	2.78E-08
P1	LINC01060	ENSG00000249378.7	-1.317461863	4.719807205	164.1948849	7.35E-12	4.63E-10
P1	ID3	ENSG00000117318.9	1.603709054	6.443191218	57.30650725	1.21E-07	2.22E-06
P1	AC104248.1	ENSG00000253796.3	-2.959997867	-0.351323791	162.4649904	8.17E-12	5.12E-10
P1	PLD5	ENSG00000180287.17	-2.211961959	0.898494503	162.3640201	8.23E-12	5.14E-10
P1	AC103808.4	ENSG00000266014.2	5.881314707	-0.929715952	161.9180339	8.45E-12	5.26E-10
P1		ENSG00000285744.1	-2.745126197	4.064572912	161.8421774	8.49E-12	5.27E-10
P1	LINC01705	ENSG00000232679.2	-2.0133544	1.734724162	161.2524153	8.81E-12	5.45E-10
P1	GCH1	ENSG00000131979.20	1.841067709	1.419741273	160.8569043	9.03E-12	5.57E-10
P1	SPTLC3	ENSG00000172296.13	1.603010429	2.622258516	100.3638037	8.65E-10	2.97E-08
P1	TDRP	ENSG00000180190.13	-1.233910651	3.459885669	159.8729466	9.60E-12	5.89E-10
P1	PLA2G16	ENSG00000176485.13	-1.948591219	1.25992256	159.7070637	9.70E-12	5.94E-10
P1	PRLR	ENSG00000113494.17	1.601441456	3.288254113	25.94683645	3.86E-05	0.000310202
P1	ROBO2	ENSG00000185008.17	-2.128284861	6.5395196	158.8382157	1.02E-11	6.23E-10
P1	IGSF3	ENSG00000143061.18	1.598702899	2.353493222	51.79073595	2.75E-07	4.55E-06
P1	CDH6	ENSG00000113361.13	1.579441054	3.157045878	100.7799563	8.32E-10	2.89E-08
P1	WISP1	ENSG00000104415.14	1.578790458	7.175726905	191.5333305	1.55E-12	1.24E-10
P1	FAM84A	ENSG00000162981.14	-1.688462751	2.77026794	157.2475086	1.13E-11	6.82E-10
P1	ADRA1B	ENSG00000170214.5	2.271006093	1.21183463	157.1160889	1.14E-11	6.85E-10
P1	KRT7	ENSG00000135480.17	1.561745002	5.572625234	96.88252006	1.20E-09	4.00E-08
P1	HCN1	ENSG00000164588.8	-3.317334207	0.942182687	155.3107861	1.28E-11	7.63E-10
P1	COL4A5	ENSG00000188153.14	1.553527576	3.542557171	211.3289217	5.68E-13	5.29E-11
P1	IL31RA	ENSG00000164509.16	-1.670003349	1.446844835	155.2524215	1.29E-11	7.63E-10
P1	AC009093.8	ENSG00000284649.1	-1.458376499	2.333831455	155.1541471	1.29E-11	7.66E-10
P1	ZNF846	ENSG00000196605.7	-0.826707703	4.231662301	155.0930789	1.30E-11	7.67E-10
P1	AL591806.3	ENSG00000270149.5	5.790700494	-1.209594119	154.8014433	1.32E-11	7.79E-10
P1	C15orf59	ENSG00000205363.7	1.550558222	3.490371984	222.6938331	3.31E-13	3.25E-11
P1	ABCA12	ENSG00000144452.15	3.505709716	0.241946026	153.3521893	1.45E-11	8.51E-10
P1	GPR85	ENSG00000164604.14	1.5486465	2.004419908	152.4428476	1.54E-11	8.86E-10
P1	AL049629.1	ENSG00000255202.1	1.441833184	1.30234828	153.2138269	1.47E-11	8.54E-10
P1	UNC93B3	ENSG00000172971.7	-2.708916048	-0.375629424	153.1219197	1.47E-11	8.57E-10
P1	SLC39A10	ENSG00000196950.14	1.547985175	6.822397276	315.1492482	8.75E-15	1.42E-12
P1	LINC01500	ENSG00000258583.7	1.545943082	1.651426337	35.69181378	4.59E-06	5.10E-05
P1	AC127526.2	ENSG00000255367.3	4.067433784	-0.328509095	152.6110598	1.52E-11	8.79E-10
P1	EGFL6	ENSG00000198759.12	1.50361984	2.570270963	23.04111559	7.96E-05	0.00057043
P1	CABLES1	ENSG00000134508.13	1.497778692	4.393676406	405.0877872	5.99E-16	1.51E-13
P1	AC007529.2	ENSG00000283240.1	-2.091067093	1.473849091	152.201933	1.57E-11	8.96E-10
P1	LINC02407	ENSG00000257219.6	1.48668098	1.800998008	81.01195658	6.13E-09	1.66E-07
P1	VIT	ENSG00000205221.13	-1.691880703	4.664723881	151.3922328	1.65E-11	9.39E-10
P1	HOXA9	ENSG00000078399.19	1.486368463	2.570167246	184.0814859	2.32E-12	1.75E-10
P1	SH3D21	ENSG00000214193.11	-0.943082489	3.526046501	151.217758	1.67E-11	9.45E-10
P1	TNIK	ENSG00000154310.17	1.484788545	4.81842967	113.8660972	2.63E-10	1.05E-08
P1	LINC01305	ENSG00000231453.1	-2.452798729	0.915229471	150.4638718	1.75E-11	9.84E-10
P1	AC145138.1	ENSG00000251634.2	-1.518978159	1.029980518	150.4470391	1.76E-11	9.84E-10
P1	ZNF280B	ENSG00000275004.4	2.058762775	1.247223983	150.422681	1.76E-11	9.84E-10
P1	FECH	ENSG00000066926.13	-0.66964017	5.100998367	150.3783669	1.76E-11	9.84E-10
P1	AC245297.1	ENSG00000215861.7	1.480275207	1.886533433	135.9895152	4.75E-11	2.33E-09
P1	C3orf70	ENSG00000187068.3	-1.404785175	2.313030898	150.1149033	1.79E-11	9.98E-10
P1	AC092506.1	ENSG00000215869.4	-6.241171149	-1.643411989	150.0482175	1.80E-11	1.00E-09
P1	NACAD	ENSG00000136274.9	-1.630966683	3.168494085	149.8938979	1.82E-11	1.01E-09
P1	DSCAM	ENSG00000171587.15	-1.742036282	3.017995576	149.1471261	1.91E-11	1.06E-09
P1	ELOVL2	ENSG00000197977.4	2.303656425	0.666950658	148.9712934	1.94E-11	1.07E-09
P1	TDRD1	ENSG00000095627.9	-6.793427452	-1.117789606	169.0585791	2.07E-11	1.14E-09
P1	FOXL2NB	ENSG00000206262.9	-1.196102121	3.148616283	147.9228786	2.08E-11	1.14E-09
P1	SPHK1	ENSG00000176170.14	1.478482453	6.002441063	157.6730926	1.10E-11	6.67E-10
P1	AL390334.1	ENSG00000258932.5	-3.614674604	-0.780922048	147.3985381	2.15E-11	1.17E-09
P1	HOXD10	ENSG00000128710.6	1.477733328	1.648805928	27.61184823	2.60E-05	0.000221493
P1	AC020912.1	ENSG00000284430.1	1.46237397	1.536172344	78.04385813	8.55E-09	2.22E-07
P1	APTX	ENSG00000137074.20	-0.657146089	5.491772014	147.0751439	2.20E-11	1.19E-09
P1	COL15A1	ENSG00000204291.11	-1.95478752	5.424587868	146.9740368	2.21E-11	1.19E-09
P1	ENPP1	ENSG00000197594.14	-0.864474685	6.935958524	146.8930038	2.22E-11	1.20E-09
P1	GPR158	ENSG00000151025.11	2.886140693	0.301321183	146.6106754	2.27E-11	1.22E-09
P1	LINC02086	ENSG00000244649.5	2.697281286	1.344203753	146.4767475	2.29E-11	1.23E-09
P1	RENBP	ENSG00000102032.13	1.460437621	1.800441961	109.9275258	3.68E-10	1.42E-08
P1		ENSG00000286385.1	4.3304493	-0.710235548	145.1409928	2.50E-11	1.33E-09
P1	NDFIP2	ENSG00000102471.15	-0.924373083	6.291010109	143.9955157	2.71E-11	1.44E-09
P1	LRIG3	ENSG00000139263.12	-1.051929324	6.520954079	143.61964	2.78E-11	1.47E-09
P1	PDE1A	ENSG00000115252.18	-1.942740187	5.193152874	143.4218603	2.82E-11	1.49E-09
P1	AL161431.1	ENSG00000275216.2	1.452712398	2.079186108	76.87804739	9.77E-09	2.52E-07
P1	TANC1	ENSG00000115183.15	-0.813723962	7.734372467	143.1142524	2.88E-11	1.51E-09
P1	GALNT14	ENSG00000158089.15	1.435551345	1.962800428	58.23102178	1.06E-07	1.99E-06
P1	PDE10A	ENSG00000112541.19	-2.016521512	2.679321613	142.9029858	2.92E-11	1.53E-09
P1		ENSG00000287976.1	-4.965746989	-0.500111519	142.586993	2.98E-11	1.56E-09
P1	THNSL2	ENSG00000144115.18	1.431466878	3.374624246	363.6292699	1.91E-15	3.70E-13
P1	HIST1H1A	ENSG00000124610.5	1.426668475	1.536592575	55.61533977	1.54E-07	2.75E-06
P1	CARD6	ENSG00000132357.14	1.423557575	3.716147486	254.7121381	8.22E-14	9.81E-12
P1	GPAM	ENSG00000119927.14	1.421654168	5.206075534	416.9552578	4.39E-16	1.22E-13
P1	ADD2	ENSG00000075340.23	1.419121386	5.45565573	248.0761528	1.08E-13	1.24E-11
P1	CDH15	ENSG00000129910.8	-3.270126623	-0.635634487	141.0435956	3.32E-11	1.71E-09
P1	PYGL	ENSG00000100504.17	-0.684055643	5.803443996	140.9647169	3.34E-11	1.72E-09
P1	C21orf33	ENSG00000160221.18	-1.37246951	1.658332032	140.9174521	3.35E-11	1.72E-09
P1	SMILR	ENSG00000255364.1	3.237068796	1.161880723	140.8179424	3.37E-11	1.73E-09
P1	FAM171B	ENSG00000144369.14	-1.022261032	5.425750193	140.5681618	3.43E-11	1.75E-09
P1	PAX3	ENSG00000135903.20	-1.029473493	5.530341794	140.4905486	3.45E-11	1.76E-09
P1	DES	ENSG00000175084.13	-1.484091975	2.9683748	140.3150771	3.49E-11	1.77E-09
P1		ENSG00000288172.1	1.398742908	1.577370739	101.3216891	7.92E-10	2.76E-08
P1	AL133417.1	ENSG00000238280.2	-1.617639997	2.404297642	139.6251424	3.67E-11	1.85E-09
P1	AL137129.1	ENSG00000258964.1	1.391340691	2.570687296	55.96280965	1.47E-07	2.63E-06
P1		ENSG00000288920.1	-1.601445792	1.600885236	138.2930121	4.03E-11	2.03E-09
P1	IFI27	ENSG00000165949.13	-1.733396158	2.176755168	138.1634238	4.06E-11	2.04E-09
P1	PPP1R13L	ENSG00000104881.16	1.380031108	4.840490504	43.16716675	1.14E-06	1.53E-05
P1	AC009975.1	ENSG00000282890.1	-4.904201448	-0.929138397	137.9396594	4.13E-11	2.06E-09
P1	TMEM130	ENSG00000166448.15	-2.527664394	0.959128489	137.7243398	4.19E-11	2.09E-09
P1	ETV1	ENSG00000006468.14	-1.921317692	4.860216189	137.6368178	4.22E-11	2.10E-09
P1	SORBS2	ENSG00000154556.18	1.37875992	3.661531567	29.72470977	1.61E-05	0.000147729
P1	EREG	ENSG00000124882.4	-3.157750184	0.197960407	137.2107749	4.35E-11	2.15E-09
P1	L1TD1	ENSG00000240563.2	4.495333946	-1.074005641	136.7825809	4.48E-11	2.22E-09
P1	AC113418.1	ENSG00000261036.2	-3.745945269	-0.85112727	136.5865446	4.55E-11	2.24E-09
P1	PLXNA4	ENSG00000221866.10	1.375563276	3.559744376	363.5233038	1.91E-15	3.70E-13
P1	AL161751.1	ENSG00000259072.2	-1.957432991	1.205067261	136.3020821	4.64E-11	2.28E-09
P1	AC007750.1	ENSG00000236841.8	1.364564319	2.305358597	121.7024062	1.39E-10	5.92E-09
P1	PRICKLE1	ENSG00000139174.12	1.364017248	4.082525893	51.63962088	2.81E-07	4.64E-06
P1	MAP6	ENSG00000171533.12	-1.094268397	2.563978707	135.0424187	5.08E-11	2.48E-09
P1	AK4	ENSG00000162433.15	1.357459415	5.082514463	119.885463	1.61E-10	6.78E-09
P1	RASSF4	ENSG00000107551.21	-1.078892547	2.366520619	132.9250513	5.93E-11	2.88E-09
P1	TTC39C	ENSG00000168234.13	-0.890300017	6.007459053	132.907499	5.93E-11	2.88E-09
P1	DNAH7	ENSG00000118997.14	1.354919866	3.284528205	85.35258947	3.83E-09	1.10E-07
P1	HMCN1	ENSG00000143341.12	-1.320407108	10.11670247	132.7329332	6.01E-11	2.90E-09
P1	FMN1	ENSG00000248905.10	1.336014867	8.15373046	129.4126292	7.69E-11	3.53E-09
P1	ADTRP	ENSG00000111863.13	1.328723668	1.737804582	95.70539637	1.34E-09	4.40E-08
P1	LY6E	ENSG00000160932.11	-0.867988037	7.161970334	132.1459951	6.28E-11	3.01E-09
P1	LFNG	ENSG00000106003.14	-1.093227984	3.52817516	131.853981	6.41E-11	3.07E-09
P1	AL512625.3	ENSG00000234665.9	2.978085485	0.54060688	131.5800258	6.54E-11	3.12E-09
P1	EFHC2	ENSG00000183690.13	-2.500951406	-0.297837548	131.5542925	6.56E-11	3.12E-09
P1	ZNF385B	ENSG00000144331.20	2.272598008	0.19940035	131.5186217	6.57E-11	3.12E-09
P1	IL33	ENSG00000137033.12	-3.001124988	-0.225534985	131.4315406	6.62E-11	3.14E-09
P1	GOLGA8B	ENSG00000215252.12	-1.056754418	3.658266163	131.3611724	6.65E-11	3.15E-09
P1		ENSG00000288622.1	-1.76069208	0.753635462	131.3017828	6.68E-11	3.15E-09
P1	IQCJ-SCHIP1	ENSG00000283154.3	-0.941394964	6.800248609	131.2795454	6.69E-11	3.15E-09
P1	TRMT9B	ENSG00000250305.9	-1.392899077	5.614172048	131.1167147	6.77E-11	3.18E-09
P1	EMX2	ENSG00000170370.12	1.32552309	3.61158617	57.10725886	1.24E-07	2.27E-06
P1	CDH18	ENSG00000145526.12	1.324280224	4.320578993	68.00893189	2.85E-08	6.33E-07
P1	CPNE8	ENSG00000139117.14	-1.24803571	5.650975997	130.485046	7.10E-11	3.31E-09
P1	LTK	ENSG00000062524.16	-3.12265424	-0.716363406	130.0816922	7.31E-11	3.40E-09
P1	BTN2A2	ENSG00000124508.17	-1.150519206	2.487719952	130.0807649	7.32E-11	3.40E-09
P1	AC005394.2	ENSG00000283403.1	6.109628038	-1.301951574	129.9116058	7.41E-11	3.44E-09
P1	MAPK8IP1P2	ENSG00000263503.1	-5.732853072	-1.199687035	129.6473269	7.56E-11	3.50E-09
P1	NXPE1	ENSG00000095110.8	-2.107764832	1.393570045	129.6057564	7.58E-11	3.50E-09
P1		ENSG00000286023.1	1.321702004	3.249275021	63.12408438	5.38E-08	1.09E-06
P1	COL7A1	ENSG00000114270.18	-1.796602886	5.357774333	129.4475578	7.67E-11	3.53E-09
P1	EPHA3	ENSG00000044524.11	1.317603765	2.492302662	73.97901862	1.37E-08	3.32E-07
P1	KIAA0930	ENSG00000100364.19	-0.77612722	6.484579238	129.233584	7.79E-11	3.57E-09
P1	NTRK3	ENSG00000140538.16	1.314150822	1.809721071	57.79345313	1.12E-07	2.10E-06
P1	ST8SIA5	ENSG00000101638.14	-3.27767533	0.320359773	128.6917196	8.12E-11	3.70E-09
P1	KIAA1549	ENSG00000122778.10	-0.910024024	5.166703395	128.2348114	8.40E-11	3.83E-09
P1	SCUBE3	ENSG00000146197.9	-0.827398414	6.833628692	128.0532364	8.52E-11	3.87E-09
P1	RAB30	ENSG00000137502.10	-0.98221735	3.903652247	128.0140484	8.55E-11	3.87E-09
P1	LDLRAD4	ENSG00000168675.19	1.31155335	4.595531404	34.47668243	5.86E-06	6.28E-05
P1	NTF3	ENSG00000185652.12	-1.015553668	5.881244242	127.0574267	9.19E-11	4.15E-09
P1	COLGALT2	ENSG00000198756.12	1.302267926	3.877954264	242.6807244	1.36E-13	1.51E-11
P1	TNS3	ENSG00000136205.17	-0.908333178	8.870434345	126.9705306	9.25E-11	4.16E-09
P1	C1orf198	ENSG00000119280.17	-1.121670907	7.435738303	126.7792204	9.39E-11	4.21E-09
P1	AC092131.1	ENSG00000259846.1	-2.128212873	1.868394061	126.6250564	9.50E-11	4.25E-09
P1	IFNLR1	ENSG00000185436.12	6.040409585	-1.868273309	126.037201	9.93E-11	4.44E-09
P1	TMEM47	ENSG00000147027.4	-0.818515381	8.173440769	126.0163223	9.95E-11	4.44E-09
P1	LSAMP	ENSG00000185565.12	1.301193967	7.851250239	88.50535716	2.76E-09	8.19E-08
P1	STON2	ENSG00000140022.14	1.300851596	4.467658587	54.16093637	1.91E-07	3.31E-06
P1	WFDC1	ENSG00000103175.11	-3.316180626	3.169451836	125.577502	1.03E-10	4.56E-09
P1	NRG1	ENSG00000157168.20	1.299420577	9.262691375	55.11416306	1.66E-07	2.93E-06
P1	SFRP1	ENSG00000104332.12	1.296902276	5.55401933	240.5877951	1.49E-13	1.63E-11
P1	GBP2	ENSG00000162645.13	1.291183541	3.964332863	244.2280295	1.27E-13	1.43E-11
P1	STMN2	ENSG00000104435.14	-1.560086684	5.907904309	125.1767694	1.06E-10	4.67E-09
P1	AC244230.2	ENSG00000285402.1	2.578619473	0.074857195	125.0441428	1.07E-10	4.71E-09
P1	DNAJC6	ENSG00000116675.16	-1.020048178	4.465056901	124.3699091	1.13E-10	4.95E-09
P1	BMP4	ENSG00000125378.16	-5.030537983	-1.531430686	123.7510734	1.19E-10	5.18E-09
P1	HES1	ENSG00000114315.4	1.289929794	2.283521657	38.04869632	2.90E-06	3.44E-05
P1	LRP8	ENSG00000157193.18	-0.837364454	4.262737316	123.5836856	1.20E-10	5.23E-09
P1	SEMA4B	ENSG00000185033.15	-0.839283841	3.869471168	123.3021966	1.23E-10	5.34E-09
P1	KLF5	ENSG00000102554.14	-0.94494261	4.46800338	123.246035	1.23E-10	5.35E-09
P1	MX1	ENSG00000157601.15	-2.064549446	2.346764974	123.0155375	1.26E-10	5.43E-09
P1	AC109588.1	ENSG00000250038.7	2.737129054	1.232439428	122.8836784	1.27E-10	5.48E-09
P1	SLC4A4	ENSG00000080493.18	1.287284508	6.769388436	117.6997778	1.92E-10	7.91E-09
P1	MICALL2	ENSG00000164877.19	-0.767608029	4.211392563	122.6063928	1.30E-10	5.58E-09
P1	KCNMB4	ENSG00000135643.5	1.285208649	2.382741524	118.9860041	1.73E-10	7.27E-09
P1	HERC2P2	ENSG00000276550.5	-0.982280599	5.423119888	121.9752553	1.36E-10	5.84E-09
P1	SHROOM1	ENSG00000164403.15	-1.038304254	3.273593489	121.865856	1.37E-10	5.88E-09
P1	ANKRD29	ENSG00000154065.17	-1.539416665	3.232044731	121.7730839	1.38E-10	5.91E-09
P1	NRXN3	ENSG00000021645.20	1.279202502	2.507571014	32.93884796	8.05E-06	8.20E-05
P1	FAM155A	ENSG00000204442.4	1.277665801	7.850260427	82.94145828	4.96E-09	1.38E-07
P1	P4HA3	ENSG00000149380.12	1.269256986	3.751856811	141.3672769	3.24E-11	1.68E-09
P1	ARHGAP25	ENSG00000163219.12	-4.390108057	-1.343829531	120.7861742	1.50E-10	6.34E-09
P1	ERG	ENSG00000157554.20	1.269176904	2.631905965	28.64524571	2.05E-05	0.000180739
P1	FENDRR	ENSG00000268388.6	-3.995025935	-0.379751143	119.9544084	1.60E-10	6.75E-09
P1	MED12L	ENSG00000144893.13	1.268488543	1.513885046	38.53705431	2.64E-06	3.18E-05
P1	ESR1	ENSG00000091831.25	1.263094806	4.610220649	165.7096491	6.71E-12	4.27E-10
P1	CRYBG1	ENSG00000112297.18	-1.364333894	6.084615359	118.8012018	1.76E-10	7.36E-09
P1	AL445472.1	ENSG00000227486.3	-1.283816041	5.201896445	118.7622074	1.76E-10	7.36E-09
P1	AP002989.1	ENSG00000254987.1	1.260945516	4.392788027	75.94891451	1.09E-08	2.75E-07
P1	CD59	ENSG00000085063.17	1.26065772	4.132462838	195.8865771	1.24E-12	1.03E-10
P1	LRRC37A3	ENSG00000176809.11	-1.08556493	3.560815547	118.4360536	1.81E-10	7.53E-09
P1	TBX3	ENSG00000135111.16	-0.801528563	5.492421501	118.2913839	1.83E-10	7.60E-09
P1	DIEXF	ENSG00000117597.18	1.260345216	5.937371246	532.3954602	3.12E-17	1.42E-14
P1	TMEM200A	ENSG00000164484.12	-0.944896918	6.592246008	118.1988085	1.84E-10	7.63E-09
P1	AC007920.2	ENSG00000283175.1	-1.664510366	2.256159951	118.0823805	1.86E-10	7.69E-09
P1		ENSG00000286044.1	1.258723729	5.284561307	84.03108956	4.41E-09	1.25E-07
P1	KCND2	ENSG00000184408.10	1.258483593	6.358466055	23.80939354	6.54E-05	0.000484728
