"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"gene.y"	"ensemblID"	"chr"	"start"	"end"	"verdict"	"deltapsi"	"transcripts"	"Sample"
"110"	"clu_5462_+"	2	"chr8:132798860-132803819"	"<i>PHF20L1</i>"	"annotated"	0.0276	"PHF20L1"	"ENSG00000167978.17"	"chr8"	132799172	132803819	"annotated"	0.257	"ENST00000315808.14+ENST00000395376.5+ENST00000395379.5+ENST00000395383.5+ENST00000395386.7+ENST00000521038.5+ENST00000622263.4"	"K562"
"111"	"clu_3375_+"	2	"chr2:131309068-131311171"	"<i>ENSG00000284604</i>"	"cryptic"	0.0327	"ENSG00000284604"	"ENSG00000092841.19"	"chr2"	131309068	131311171	"cryptic_threeprime"	0.256	"."	"K562"
"112"	"clu_5582_-"	2	"chr9:132652492-132658671"	"<i>DDX31</i>"	"annotated"	0.0408	"DDX31"	"ENSG00000158578.21"	"chr9"	132658358	132658671	"annotated"	0.256	"ENST00000480876.3"	"K562"
"113"	"clu_4372_-"	2	"chr4:183655961-183658929"	"<i>RWDD4</i>"	"cryptic"	0.00896	"RWDD4"	"ENSG00000117543.22"	"chr4"	183655974	183658929	"cryptic_threeprime"	0.255	"."	"K562"
"114"	"clu_5226_+"	4	"chr7:128574791-128578890"	"<i>ENSG00000280828</i>"	"cryptic"	0.000136	"ENSG00000280828"	"ENSG00000197746.15"	"chr7"	128574791	128577964	"annotated"	0.255	"ENST00000479267.2"	"K562"
"115"	"clu_15_-"	4	"chr1:746818-756077"	"<i>ENSG00000228327</i>"	"cryptic"	0.0331	"ENSG00000228327"	"ENSG00000147475.17"	"chr1"	749381	756077	"cryptic_threeprime"	0.254	"."	"K562"
"116"	"clu_1788_+"	2	"chr15:40200980-40202405"	"<i>BUB1B</i>"	"cryptic"	0.00315	"BUB1B"	"ENSG00000138095.20"	"chr15"	40200980	40202390	"cryptic_threeprime"	0.251	"."	"K562"
"117"	"clu_2181_+"	3	"chr16:16348732-16350092"	"<i>ENSG00000183889</i>"	"annotated"	0.001	"ENSG00000183889"	"ENSG00000127483.19"	"chr16"	16348732	16350092	"annotated"	0.251	"ENST00000381497.6+ENST00000527703.2+ENST00000537112.5"	"K562"
"118"	"clu_3288_+"	3	"chr2:27037702-27038146"	"<i>TMEM214</i>"	"annotated"	2.1e-05	"TMEM214"	"ENSG00000119777.20"	"chr2"	27037892	27038146	"annotated"	0.251	"ENST00000425720.5+ENST00000435172.6"	"K562"
"119"	"clu_3199_-"	3	"chr2:111233739-111344061"	"<i>MIR4435-2HG</i>"	"annotated"	0.00352	"MIR4435-2HG"	"ENSG00000175193.14"	"chr2"	111314562	111344061	"annotated"	0.25	"ENST00000444301.5+ENST00000661707.1+ENST00000673843.1"	"K562"
"120"	"clu_4270_+"	2	"chr4:128061401-128074460"	"<i>LARP1B</i>"	"annotated"	0.0372	"LARP1B"	"ENSG00000167863.12"	"chr4"	128061401	128074460	"annotated"	0.25	"ENST00000326639.11+ENST00000394288.7+ENST00000432347.6+ENST00000508819.5+ENST00000512292.5"	"K562"
"121"	"clu_4288_+"	2	"chr4:169636088-169680050"	"<i>CLCN3</i>"	"annotated"	0.0293	"CLCN3"	"ENSG00000136942.15"	"chr4"	169660448	169680050	"annotated"	0.25	"ENST00000507875.5+ENST00000613795.4"	"K562"
"122"	"clu_1315_-"	3	"chr12:47795767-47796207"	"<i>HDAC7</i>"	"annotated"	0.00179	"HDAC7"	"ENSG00000163554.15"	"chr12"	47795767	47795906	"annotated"	0.249	"ENST00000080059.12+ENST00000380610.8+ENST00000427332.6+ENST00000552960.5"	"K562"
"123"	"clu_1857_-"	2	"chr15:20437432-20438592"	"<i>HERC2P3</i>"	"cryptic"	0.0177	"HERC2P3"	"ENSG00000029363.17"	"chr15"	20437432	20438355	"cryptic_fiveprime"	0.248	"."	"K562"
"124"	"clu_2025_-"	3	"chr16:18358588-18359948"	"<i>NPIPA9</i>"	"annotated"	0.000922	"NPIPA9"	"ENSG00000183889.12"	"chr16"	18358588	18359948	"annotated"	0.248	"ENST00000427999.6+ENST00000545114.5"	"K562"
"125"	"clu_2102_-"	4	"chr16:88717211-88719574"	"<i>PIEZO1</i>"	"cryptic"	0.00691	"PIEZO1"	"ENSG00000126883.18"	"chr16"	88717211	88719574	"annotated"	0.248	"ENST00000301015.14+ENST00000419505.5+ENST00000495568.7"	"K562"
"126"	"clu_1585_+"	2	"chr13:102636392-102637082"	"<i>TPP2</i>"	"cryptic"	0.0441	"TPP2"	"ENSG00000143256.5"	"chr13"	102636763	102637082	"cryptic_fiveprime"	0.245	"."	"K562"
"127"	"clu_1760_+"	4	"chr14:101786183-101856686"	"<i>PPP2R5C</i>"	"annotated"	0.0014	"PPP2R5C"	"ENSG00000123349.15"	"chr14"	101810036	101856686	"annotated"	0.245	"ENST00000334743.9+ENST00000350249.7+ENST00000445439.7+ENST00000553730.5+ENST00000556307.5+ENST00000557095.5+ENST00000557621.5"	"K562"
"128"	"clu_3108_-"	3	"chr2:19898035-19901706"	"<i>TTC32</i>"	"cryptic"	0.0134	"TTC32"	"ENSG00000149273.15"	"chr2"	19898035	19901476	"cryptic_fiveprime"	0.245	"."	"K562"
"129"	"clu_552_+"	2	"chr1:52414647-52414762"	"<i>PRPF38A</i>"	"cryptic"	0.00278	"PRPF38A"	"ENSG00000090621.15"	"chr1"	52414647	52414741	"cryptic_threeprime"	0.245	"."	"K562"
"130"	"clu_465_+"	7	"chr1:28508901-28529858"	"<i>RCC1</i>"	"cryptic"	0.00378	"RCC1"	"ENSG00000003436.16"	"chr1"	28508905	28509337	"cryptic_threeprime"	0.244	"."	"K562"
"131"	"clu_4669_+"	4	"chr5:181313952-181317331"	"<i>ENSG00000238035</i>"	"cryptic"	0.0151	"ENSG00000238035"	"ENSG00000128731.18"	"chr5"	181316764	181317331	"cryptic_fiveprime"	0.244	"."	"K562"
"132"	"clu_5192_+"	2	"chr7:100336220-100338179"	"<i>STAG3L5P</i>"	"annotated"	0.0322	"STAG3L5P"	"ENSG00000072518.22"	"chr7"	100336220	100338179	"annotated"	0.244	"ENST00000422479.5+ENST00000473757.5"	"K562"
"133"	"clu_500_+"	2	"chr1:39327353-39349478"	"<i>MACF1</i>"	"annotated"	0.0264	"MACF1"	"ENSG00000236438.7"	"chr1"	39327353	39331203	"annotated"	0.24	"ENST00000372915.8+ENST00000564288.6+ENST00000567887.5+ENST00000672812.1+ENST00000673926.1"	"K562"
"134"	"clu_1735_+"	2	"chr14:73099750-73103192"	"<i>RBM25</i>"	"annotated"	0.00559	"RBM25"	"ENSG00000137074.20"	"chr14"	73099750	73100301	"annotated"	0.239	"ENST00000526754.5+ENST00000532192.1"	"K562"
"135"	"clu_1260_-"	3	"chr11:95778957-95779607"	"<i>FAM76B</i>"	"annotated"	0.0323	"FAM76B"	"ENSG00000198276.16"	"chr11"	95779135	95779607	"annotated"	0.237	"ENST00000398187.6+ENST00000543641.5+ENST00000545654.5"	"K562"
"136"	"clu_488_+"	2	"chr1:32742189-32767787"	"<i>KIAA1522</i>"	"annotated"	0.0473	"KIAA1522"	"ENSG00000090686.16"	"chr1"	32742189	32767787	"annotated"	0.237	"ENST00000401073.7"	"K562"
"137"	"clu_5903_-"	2	"chrX:153588394-153592506"	"<i>CCNQ</i>"	"annotated"	0.0328	"CCNQ"	"ENSG00000163682.17"	"chrX"	153588394	153592506	"annotated"	0.235	"ENST00000440428.5+ENST00000620088.4"	"K562"
"138"	"clu_2210_+"	2	"chr16:28823558-28825366"	"<i>ATXN2L</i>"	"annotated"	0.0232	"ATXN2L"	"ENSG00000122565.19"	"chr16"	28824542	28825366	"annotated"	0.234	"ENST00000568266.5"	"K562"
"139"	"clu_1072_+"	2	"chr11:69294576-69341510"	"<i>MYEOV</i>"	"annotated"	0.0424	"MYEOV"	"ENSG00000166669.14"	"chr11"	69294576	69341510	"annotated"	0.233	"ENST00000544008.1"	"K562"
"140"	"clu_3671_-"	2	"chr21:6668243-6670522"	"<i>ENSG00000280145</i>"	"annotated"	0.0416	"ENSG00000280145"	"ENSG00000070010.19"	"chr21"	6668254	6670522	"annotated"	0.231	"ENST00000624181.1+ENST00000623324.1"	"K562"
"141"	"clu_4847_+"	2	"chr6:16145317-16150874"	"<i>MYLIP</i>"	"cryptic"	0.0183	"MYLIP"	"ENSG00000149273.15"	"chr6"	16145317	16146662	"annotated"	0.231	"ENST00000349606.4+ENST00000356840.8"	"K562"
"142"	"clu_658_+"	5	"chr1:155308965-155310064"	"<i>FDPS</i>"	"cryptic"	8.63e-06	"FDPS"	"ENSG00000160752.15"	"chr1"	155308965	155310043	"annotated"	0.23	"ENST00000368356.9+ENST00000447866.5+ENST00000491013.5+ENST00000495308.5"	"K562"
"143"	"clu_1657_-"	3	"chr14:23081836-23090522"	"<i>ACIN1</i>"	"annotated"	0.000318	"ACIN1"	"ENSG00000116754.14"	"chr14"	23081836	23089982	"annotated"	0.229	"ENST00000262710.5+ENST00000555053.5+ENST00000605057.6"	"K562"
"144"	"clu_1902_-"	2	"chr15:58916999-58932356"	"<i>SLTM</i>"	"cryptic"	0.0105	"SLTM"	"ENSG00000122566.22"	"chr15"	58917020	58932356	"novel annotated pair"	0.225	"ENST00000559261.1"	"K562"
"145"	"clu_5880_-"	3	"chrX:107147809-107153172"	"<i>NUP62CL</i>"	"annotated"	0.0127	"NUP62CL"	"ENSG00000261740.7"	"chrX"	107147809	107153172	"annotated"	0.225	"ENST00000372466.8+ENST00000432145.5+ENST00000484614.5"	"K562"
"146"	"clu_3475_+"	3	"chr2:241315610-241324216"	"<i>SEPTIN2</i>"	"annotated"	0.0108	"SEPTIN2"	"ENSG00000105393.16"	"chr2"	241315982	241324216	"annotated"	0.224	"ENST00000391971.7+ENST00000401990.5+ENST00000402092.6+ENST00000425899.5+ENST00000434955.5+ENST00000436795.5+ENST00000437066.5+ENST00000441533.5+ENST00000443492.5+ENST00000457335.5+ENST00000461048.5+ENST00000462147.5+ENST00000464128.5+ENST00000466211.5+ENST00000467971.5+ENST00000473479.5+ENST00000475474.5+ENST00000482304.5+ENST00000495463.5+ENST00000616972.4"	"K562"
"147"	"clu_881_-"	2	"chr10:21766309-21805980"	"<i>DNAJC1</i>"	"cryptic"	0.00406	"DNAJC1"	"ENSG00000168610.16"	"chr10"	21803984	21805980	"cryptic_threeprime"	0.224	"."	"K562"
"148"	"clu_1112_+"	3	"chr11:125655347-125675928"	"<i>CHEK1</i>"	"annotated"	0.0291	"CHEK1"	"ENSG00000170312.17"	"chr11"	125655347	125656206	"annotated"	0.222	"ENST00000524737.6"	"K562"
"149"	"clu_2107_-"	3	"chr16:89291183-89305206"	"<i>ANKRD11</i>"	"annotated"	0.0113	"ANKRD11"	"ENSG00000112651.12"	"chr16"	89291183	89291681	"annotated"	0.222	"ENST00000330736.10+ENST00000378332.7+ENST00000562275.6+ENST00000643964.1+ENST00000645278.1"	"K562"
"150"	"clu_1094_+"	2	"chr11:94496951-94498071"	"<i>ANKRD49</i>"	"annotated"	0.0303	"ANKRD49"	"ENSG00000105373.19"	"chr11"	94496951	94498071	"annotated"	0.22	"ENST00000302755.4+ENST00000544514.1+ENST00000544612.6"	"K562"
"151"	"clu_5082_-"	2	"chr7:133070229-133081857"	"<i>CHCHD3</i>"	"cryptic"	0.00471	"CHCHD3"	"ENSG00000141380.14"	"chr7"	133081048	133081857	"cryptic_threeprime"	0.22	"."	"K562"
"152"	"clu_239_-"	2	"chr1:109369589-109397587"	"<i>SORT1</i>"	"annotated"	0.0292	"SORT1"	"ENSG00000004455.17"	"chr1"	109369589	109389775	"annotated"	0.219	"ENST00000493736.5"	"K562"
"153"	"clu_4754_-"	2	"chr6:53291963-53295642"	"<i>ELOVL5</i>"	"annotated"	0.0168	"ELOVL5"	"ENSG00000042062.13"	"chr6"	53294491	53295642	"annotated"	0.219	"ENST00000370913.5"	"K562"
"154"	"clu_5253_+"	4	"chr7:151120145-151123794"	"<i>AGAP3</i>"	"annotated"	0.00545	"AGAP3"	"ENSG00000109861.17"	"chr7"	151120145	151123794	"annotated"	0.219	"ENST00000397238.7+ENST00000463381.5+ENST00000475145.1+ENST00000498559.5+ENST00000622464.4"	"K562"
"155"	"clu_1850_+"	2	"chr15:90912279-90912542"	"<i>MAN2A2</i>"	"annotated"	0.0373	"MAN2A2"	"ENSG00000134815.19"	"chr15"	90912279	90912517	"annotated"	0.218	"ENST00000558161.5+ENST00000561047.1"	"K562"
"156"	"clu_4974_+"	3	"chr6:167010893-167022409"	"<i>CEP43</i>"	"annotated"	0.00378	"CEP43"	"ENSG00000160200.18"	"chr6"	167010893	167022409	"annotated"	0.217	"ENST00000349556.4+ENST00000366847.9+ENST00000609590.1"	"K562"
"157"	"clu_5898_-"	5	"chrX:152708640-152709461"	"<i>CSAG2</i>"	"cryptic"	2.09e-05	"CSAG2"	"ENSG00000268902.4"	"chrX"	152709000	152709461	"cryptic_threeprime"	0.216	"."	"K562"
"158"	"clu_1167_-"	3	"chr11:32400044-32417577"	"<i>WT1</i>"	"annotated"	0.00935	"WT1"	"ENSG00000266976.3"	"chr11"	32400044	32416490	"annotated"	0.215	"ENST00000379077.9+ENST00000379079.8+ENST00000448076.9+ENST00000452863.10+ENST00000527775.1+ENST00000527882.5+ENST00000651794.1"	"K562"
"159"	"clu_1428_+"	3	"chr12:4553089-4558857"	"<i>RAD51AP1</i>"	"annotated"	0.021	"RAD51AP1"	"ENSG00000251022.6"	"chr12"	4553089	4558857	"annotated"	0.215	"ENST00000544927.5"	"K562"
"160"	"clu_3670_-"	2	"chr21:6235147-6267135"	"<i>ENSG00000275496</i>"	"annotated"	0.0335	"ENSG00000275496"	"ENSG00000249196.6"	"chr21"	6235147	6254791	"annotated"	0.215	"ENST00000621924.4"	"K562"
"161"	"clu_2257_+"	4	"chr16:81020276-81024715"	"<i>CENPN</i>"	"annotated"	0.00032	"CENPN"	"ENSG00000175449.14"	"chr16"	81020276	81022755	"annotated"	0.214	"ENST00000299572.9"	"K562"
"162"	"clu_701_+"	2	"chr1:185087640-185091579"	"<i>RNF2</i>"	"cryptic"	0.0324	"RNF2"	"ENSG00000228327.4"	"chr1"	185087640	185091565	"cryptic_threeprime"	0.214	"."	"K562"
"163"	"clu_754_+"	3	"chr1:236542787-236543560"	"<i>LGALS8</i>"	"annotated"	0.00548	"LGALS8"	"ENSG00000119707.14"	"chr1"	236542787	236543560	"annotated"	0.214	"ENST00000238181.11+ENST00000323938.10+ENST00000341872.10+ENST00000352231.6+ENST00000366584.9+ENST00000416919.6+ENST00000450372.6+ENST00000525042.1+ENST00000526589.5+ENST00000526634.5+ENST00000527974.5+ENST00000528259.5"	"K562"
"164"	"clu_15_-"	4	"chr1:746818-756077"	"<i>ENSG00000228327</i>"	"cryptic"	0.0331	"ENSG00000228327"	"ENSG00000147475.17"	"chr1"	749381	753663	"cryptic_unanchored"	0.211	NA	"K562"
"165"	"clu_3507_+"	3	"chr20:35556271-35556991"	"<i>ERGIC3</i>"	"cryptic"	0.0116	"ERGIC3"	"ENSG00000273559.5"	"chr20"	35556271	35556955	"annotated"	0.21	"ENST00000451605.1"	"K562"
"166"	"clu_762_+"	2	"chr10:5455118-5456087"	"<i>NET1</i>"	"cryptic"	0.00309	"NET1"	"ENSG00000161016.18"	"chr10"	5455118	5456065	"cryptic_threeprime"	0.21	"."	"K562"
"167"	"clu_1283_-"	3	"chr12:2864752-2866393"	"<i>FOXM1</i>"	"annotated"	0.00574	"FOXM1"	"ENSG00000251562.9"	"chr12"	2865399	2866393	"annotated"	0.208	"ENST00000342628.6+ENST00000359843.8+ENST00000535350.1+ENST00000537018.5"	"K562"
"168"	"clu_1047_+"	2	"chr11:65536750-65537037"	"<i>SCYL1</i>"	"annotated"	0.022	"SCYL1"	"ENSG00000015479.20"	"chr11"	65536750	65536986	"annotated"	0.207	"ENST00000270176.10+ENST00000524897.5+ENST00000524944.5+ENST00000525364.5+ENST00000527009.5+ENST00000528545.1+ENST00000531601.1+ENST00000533862.5"	"K562"
"169"	"clu_3257_-"	2	"chr2:229793130-229795179"	"<i>TRIP12</i>"	"cryptic"	0.0287	"TRIP12"	"ENSG00000155100.11"	"chr2"	229793130	229795179	"cryptic_threeprime"	0.207	"."	"K562"
"170"	"clu_1105_+"	2	"chr11:119085066-119088255"	"<i>HMBS</i>"	"annotated"	0.0131	"HMBS"	"ENSG00000167978.17"	"chr11"	119085066	119088255	"annotated"	0.206	"ENST00000442944.7+ENST00000536185.5+ENST00000536813.6+ENST00000543821.5+ENST00000544387.5+ENST00000545621.5+ENST00000545901.5+ENST00000546302.6+ENST00000640813.1+ENST00000648026.1+ENST00000652429.1"	"K562"
"171"	"clu_5487_-"	3	"chr9:32989895-33025000"	"<i>APTX</i>"	"annotated"	0.0422	"APTX"	"ENSG00000166669.14"	"chr9"	32989895	33025000	"annotated"	0.205	"ENST00000460940.6+ENST00000485479.6+ENST00000495360.6"	"K562"
"172"	"clu_1863_-"	2	"chr15:28212583-28213742"	"<i>HERC2</i>"	"cryptic"	0.0157	"HERC2"	"ENSG00000136754.18"	"chr15"	28212583	28213505	"cryptic_fiveprime"	0.204	"."	"K562"
"173"	"clu_317_-"	3	"chr1:160244034-160262117"	"<i>DCAF8</i>"	"annotated"	0.00378	"DCAF8"	"ENSG00000003436.16"	"chr1"	160244034	160262117	"annotated"	0.204	"ENST00000368073.7+ENST00000419626.1+ENST00000610139.5"	"K562"
"174"	"clu_5732_+"	2	"chrX:47199614-47200894"	"<i>UBA1</i>"	"cryptic"	0.0059	"UBA1"	"ENSG00000042753.12"	"chrX"	47199614	47200410	"cryptic_threeprime"	0.204	"."	"K562"
"175"	"clu_3567_-"	3	"chr20:31722330-31722618"	"<i>BCL2L1</i>"	"annotated"	0.00553	"BCL2L1"	"ENSG00000167110.19"	"chr20"	31722348	31722618	"annotated"	0.203	"ENST00000307677.5+ENST00000376055.9"	"K562"
"176"	"clu_3945_-"	2	"chr3:42548657-42555930"	"<i>SEC22C</i>"	"annotated"	0.0198	"SEC22C"	"ENSG00000111247.15"	"chr3"	42548657	42555930	"annotated"	0.203	"ENST00000273156.11+ENST00000417572.5+ENST00000449617.5"	"K562"
"177"	"clu_289_-"	2	"chr1:154602626-154627855"	"<i>ADAR</i>"	"annotated"	0.0476	"ADAR"	"ENSG00000100813.15"	"chr1"	154602626	154627855	"annotated"	0.2	"ENST00000368471.8+ENST00000494866.1+ENST00000649022.2+ENST00000679899.1+ENST00000681683.1"	"K562"
"178"	"clu_4570_+"	2	"chr5:79612735-79613011"	"<i>TENT2</i>"	"annotated"	0.0476	"TENT2"	"."	"chr5"	79612735	79613011	"annotated"	0.198	"ENST00000423041.6+ENST00000428308.6+ENST00000503620.1"	"K562"
"179"	"clu_4396_-"	2	"chr5:43555999-43556819"	"<i>PAIP1</i>"	"annotated"	0.015	"PAIP1"	"ENSG00000138399.18"	"chr5"	43555999	43556819	"annotated"	0.197	"ENST00000436644.6+ENST00000514514.5"	"K562"
"180"	"clu_3483_+"	2	"chr20:2656034-2656401"	"<i>NOP56</i>"	"annotated"	0.00496	"NOP56"	"ENSG00000141380.14"	"chr20"	2656214	2656401	"annotated"	0.196	"ENST00000466447.5+ENST00000480992.5+ENST00000484998.5+ENST00000492135.5"	"K562"
"181"	"clu_4914_+"	5	"chr6:44219782-44227263"	"<i>SLC29A1</i>"	"annotated"	0.00395	"SLC29A1"	"ENSG00000050767.18"	"chr6"	44219782	44227263	"annotated"	0.196	"ENST00000371713.6+ENST00000393844.7"	"K562"
"182"	"clu_5672_+"	2	"chr9:131140710-131144568"	"<i>NUP214</i>"	"annotated"	0.00378	"NUP214"	"ENSG00000050767.18"	"chr9"	131140710	131144568	"annotated"	0.196	"ENST00000530863.1"	"K562"
"183"	"clu_3747_-"	2	"chr22:19821375-19854443"	"<i>GNB1L</i>"	"annotated"	0.0201	"GNB1L"	"ENSG00000253816.3"	"chr22"	19852486	19854443	"annotated"	0.194	"ENST00000328554.9+ENST00000405640.1+ENST00000407472.5+ENST00000416337.1"	"K562"
"184"	"clu_647_+"	2	"chr1:154261697-154266501"	"<i>UBAP2L</i>"	"annotated"	0.0101	"UBAP2L"	"ENSG00000230021.10"	"chr1"	154261697	154266501	"annotated"	0.193	"ENST00000271877.11+ENST00000361546.6+ENST00000428595.1+ENST00000428931.6+ENST00000433615.5+ENST00000493867.1"	"K562"
"185"	"clu_1057_+"	4	"chr11:66617057-66639700"	"<i>RBM4</i>"	"annotated"	0.007	"RBM4"	"ENSG00000141279.17"	"chr11"	66638752	66639700	"annotated"	0.192	"ENST00000310092.12+ENST00000396053.9+ENST00000398692.8+ENST00000483858.5+ENST00000506523.6+ENST00000510173.6+ENST00000578778.5"	"K562"
"186"	"clu_5309_-"	3	"chr8:81718224-81732199"	"<i>ZFAND1</i>"	"annotated"	0.00126	"ZFAND1"	"ENSG00000122026.11"	"chr8"	81718224	81732199	"annotated"	0.192	"ENST00000520604.5+ENST00000520635.5+ENST00000520941.5+ENST00000521742.5+ENST00000521885.5"	"K562"
"187"	"clu_2749_-"	2	"chr19:5941835-5957918"	"<i>RANBP3</i>"	"annotated"	0.0267	"RANBP3"	"ENSG00000225648.6"	"chr19"	5951596	5957918	"annotated"	0.191	"ENST00000340578.10+ENST00000439268.6+ENST00000587263.5+ENST00000589886.5+ENST00000591333.5+ENST00000592133.5+ENST00000592266.1"	"K562"
"188"	"clu_4982_-"	2	"chr7:1010143-1127257"	"<i>C7orf50</i>"	"annotated"	0.0353	"C7orf50"	"ENSG00000196547.15"	"chr7"	1010143	1028258	"annotated"	0.191	"ENST00000412051.5"	"K562"
"189"	"clu_502_+"	3	"chr1:39463686-39468615"	"<i>MACF1</i>"	"annotated"	0.00232	"MACF1"	"ENSG00000109046.15"	"chr1"	39463686	39465095	"annotated"	0.191	"ENST00000289893.8+ENST00000360115.8+ENST00000446276.5+ENST00000564288.6+ENST00000567887.5"	"K562"
"190"	"clu_4188_+"	4	"chr3:186787882-186789125"	"<i>EIF4A2</i>"	"annotated"	6.68e-05	"EIF4A2"	"ENSG00000156976.17"	"chr3"	186787882	186789125	"annotated"	0.19	"ENST00000323963.10+ENST00000425053.5+ENST00000426808.5+ENST00000429589.5+ENST00000440191.6+ENST00000443963.5+ENST00000494445.1+ENST00000496382.1"	"K562"
"191"	"clu_4091_+"	3	"chr3:15003986-15013589"	"<i>NR2C2</i>"	"annotated"	0.0169	"NR2C2"	"ENSG00000129559.13"	"chr3"	15003986	15004557	"annotated"	0.189	"ENST00000323373.10+ENST00000435454.5+ENST00000437120.5+ENST00000475707.5+ENST00000617312.4"	"K562"
"192"	"clu_5048_-"	3	"chr7:92242137-92244902"	"<i>KRIT1</i>"	"annotated"	0.00232	"KRIT1"	"ENSG00000130741.11"	"chr7"	92244149	92244902	"annotated"	0.188	"ENST00000340022.6+ENST00000394505.7+ENST00000394507.5+ENST00000412043.6+ENST00000422347.6+ENST00000425919.6+ENST00000433016.6+ENST00000444960.6+ENST00000454017.6+ENST00000458177.7+ENST00000466166.1+ENST00000688781.1+ENST00000689411.1+ENST00000689539.1+ENST00000689556.1+ENST00000689778.1+ENST00000689789.1+ENST00000690720.1+ENST00000691239.1+ENST00000692157.1+ENST00000692690.1+ENST00000650585.2+ENST00000692281.1"	"K562"
"193"	"clu_3611_-"	2	"chr20:63941043-63941136"	"<i>UCKL1</i>"	"cryptic"	0.0331	"UCKL1"	"ENSG00000141030.13"	"chr20"	63941043	63941110	"annotated"	0.187	"ENST00000354216.11+ENST00000369908.9+ENST00000430743.1+ENST00000632800.1"	"K562"
"194"	"clu_1235_-"	2	"chr11:71447734-71448313"	"<i>DHCR7</i>"	"annotated"	0.0103	"DHCR7"	"ENSG00000159086.15"	"chr11"	71447734	71448290	"annotated"	0.186	"ENST00000355527.8+ENST00000527316.6+ENST00000529990.6+ENST00000682708.1+ENST00000682880.1+ENST00000683287.1+ENST00000683714.1+ENST00000683874.1+ENST00000685320.1+ENST00000690257.1"	"K562"
"195"	"clu_1855_+"	5	"chr15:101966223-101972596"	"<i>WASH3P</i>"	"cryptic"	0.00309	"WASH3P"	"ENSG00000147140.17"	"chr15"	101966223	101972596	"annotated"	0.186	"ENST00000354296.9+ENST00000558686.5+ENST00000558784.5"	"K562"
"196"	"clu_2968_+"	2	"chr19:19044074-19051622"	"<i>ARMC6</i>"	"cryptic"	0.0476	"ARMC6"	"ENSG00000033627.17"	"chr19"	19044074	19049666	"cryptic_threeprime"	0.186	"."	"K562"
"197"	"clu_3918_-"	2	"chr3:13399861-13420060"	"<i>NUP210</i>"	"cryptic"	0.0392	"NUP210"	"ENSG00000140612.14"	"chr3"	13414112	13420060	"cryptic_threeprime"	0.186	"."	"K562"
"198"	"clu_5209_+"	3	"chr7:106775200-106795326"	"<i>LINC02577</i>"	"cryptic"	0.0351	"LINC02577"	"ENSG00000140545.15"	"chr7"	106775200	106795326	"annotated"	0.186	"ENST00000658697.1"	"K562"
"199"	"clu_1957_-"	2	"chr15:83004972-83008548"	"<i>C15orf40</i>"	"annotated"	0.0337	"C15orf40"	"ENSG00000010803.16"	"chr15"	83004972	83008548	"annotated"	0.185	"ENST00000508990.2+ENST00000563387.5"	"K562"
"200"	"clu_2017_-"	2	"chr16:15364069-15365429"	"<i>NPIPA5</i>"	"annotated"	0.0232	"NPIPA5"	"ENSG00000160310.19"	"chr16"	15364069	15365429	"annotated"	0.185	"ENST00000360151.9"	"K562"
"201"	"clu_4777_-"	3	"chr6:90536401-90547258"	"<i>MAP3K7</i>"	"annotated"	0.00996	"MAP3K7"	"ENSG00000230021.10"	"chr6"	90536401	90544552	"annotated"	0.185	"ENST00000369325.7+ENST00000369329.8"	"K562"
"202"	"clu_1782_+"	2	"chr15:28656026-28657187"	"<i>HERC2P9</i>"	"cryptic"	0.0105	"HERC2P9"	"ENSG00000112972.15"	"chr15"	28656263	28657187	"cryptic_fiveprime"	0.183	"."	"K562"
"203"	"clu_4967_+"	2	"chr6:159748369-159753460"	"<i>WTAP</i>"	"annotated"	0.0408	"WTAP"	"ENSG00000158578.21"	"chr6"	159748369	159748590	"annotated"	0.183	"ENST00000614346.4+ENST00000631126.2"	"K562"
"204"	"clu_27_-"	2	"chr1:1338653-1339362"	"<i>DVL1</i>"	"annotated"	0.027	"DVL1"	"ENSG00000168724.17"	"chr1"	1338653	1339287	"annotated"	0.181	"ENST00000378888.10+ENST00000632445.1+ENST00000634054.1"	"K562"
"205"	"clu_2215_+"	2	"chr16:28872705-28873170"	"<i>SH2B1</i>"	"annotated"	0.0431	"SH2B1"	"ENSG00000138326.21"	"chr16"	28872705	28873170	"annotated"	0.18	"ENST00000337120.9+ENST00000395532.8+ENST00000538342.5"	"K562"
"206"	"clu_4580_+"	4	"chr5:88269027-88270526"	"<i>TMEM161B-DT</i>"	"annotated"	0.00526	"TMEM161B-DT"	"ENSG00000244187.8"	"chr5"	88269687	88270526	"annotated"	0.18	"ENST00000661351.1+ENST00000665926.1"	"K562"
"207"	"clu_3806_-"	2	"chr22:50579802-50579974"	"<i>CHKB</i>"	"annotated"	0.0453	"CHKB"	"ENSG00000146530.15"	"chr22"	50579830	50579974	"annotated"	0.179	"ENST00000406938.3+ENST00000468532.5+ENST00000479003.5+ENST00000481673.5+ENST00000484266.5+ENST00000492582.5+ENST00000452668.1+ENST00000492556.5"	"K562"
"208"	"clu_4852_+"	3	"chr6:24775112-24777222"	"<i>GMNN</i>"	"annotated"	0.00211	"GMNN"	"ENSG00000120832.10"	"chr6"	24775112	24777222	"annotated"	0.179	"ENST00000356509.7+ENST00000468943.1"	"K562"
